company,address,srn,approved
"LAMBDA ENERGY RESOURCES, LLC",COLLINS ROAD - BROWN 7,B5589,11/30/2007
"UNIVAR SOLUTIONS USA, INC",2011 TURNER STREET,B5627,5/20/2015
WOLVERINE BRONZE COMPANY,28178 HAYES ROAD,B5635,2/27/2007
WOLVERINE BRONZE COMPANY,28178 HAYES ROAD,B5635,2/9/2012
WOLVERINE BRONZE COMPANY,28178 HAYES ROAD,B5635,9/12/2016
"RED SPOT WESTLAND, INC",550 S EDWIN STREET,B5642,9/17/2012
"RED SPOT WESTLAND, INC",550 S EDWIN STREET,B5642,6/25/2014
"AMERICHEM OF MICHIGAN, INC",55 COTTAGE GROVE STREET SW,B5644,10/15/2018
"AMERICHEM OF MICHIGAN, INC",55 COTTAGE GROVE STREET SW,B5644,5/26/2021
FINI FINISH METAL FINISHING,24657 MOUND ROAD,B5657,2/14/2001
FINI FINISH METAL FINISHING,24657 MOUND ROAD,B5657,8/12/2004
"LAMBDA ENERGY RESOURCES, LLC","SEC 6, T29N, R3W - OTSEQO LAKE 6",B5667,10/1/2007
"LAMBDA ENERGY RESOURCES, LLC",CAMERON BRIDGE ROAD -,B5668,7/27/2007
ANDERSONS AGRICULTURE GROUP,1090 HOMER ROAD,B5773,2/11/1999
HARBISONWALKER,1301 E 8TH STREET,B5777,5/25/2016
NORTH AMERICAN REFRACTORIES,1301 E 8TH STREET,B5777,10/1/2012
UNITED PAINT & CHEMICAL,24671 TELEGRAPH ROAD,B5779,4/4/2001
GENERAL MOTORS CORPORATION,36880 ECORSE ROAD - DIESEL,B5815,3/22/2004
RIETH-RILEY CONSTRUCTION,2325 KIPP ROAD,B5817,8/6/2004
AJAX MATERIALS CORPORATION,7392 KENSINGTON ROAD,B5823,11/3/2017
"JBOUTOTECH, LLC",34039 SCHOOLCRAFT ROAD,B5826,6/18/2009
"AJAX METAL PROCESSING, INC",4651 BELLEVUE AVENUE,B5830,1/25/2005
"AJAX METAL PROCESSING, INC",4651 BELLEVUE AVENUE,B5830,10/20/2011
"AJAX METAL PROCESSING, INC",4651 BELLEVUE AVENUE,B5830,6/21/2016
"AJAX METAL PROCESSING, INC",4651 BELLEVUE AVENUE,B5830,3/30/2017
CARMEUSE LIME & STONE,37500 NORTHLINE ROAD,B5836,3/3/2000
RIETH-RILEY CONSTRUCTION,1589 TOWNLINE ROAD,B5838,5/21/2014
DETROIT NEWSPAPER,6200 METROPOLITAN PARKWAY,B5853,10/10/2006
"ROMEO RIM, INC",74000 VAN DYKE ROAD,B5854,10/13/1997
"ROMEO RIM, INC",74000 VAN DYKE ROAD,B5854,1/29/1999
"ROMEO RIM, INC",74000 VAN DYKE ROAD,B5854,10/27/2003
"ROMEO RIM, INC",74000 VAN DYKE ROAD,B5854,5/9/2006
"ROMEO RIM, INC",74000 VAN DYKE ROAD,B5854,5/9/2006
"ROMEO RIM, INC",74000 VAN DYKE ROAD,B5854,12/19/2008
"ROMEO RIM, INC",74000 VAN DYKE ROAD,B5854,2/15/2011
"ROMEO RIM, INC",74000 VAN DYKE ROAD,B5854,4/19/2011
"ROMEO RIM, INC",74000 VAN DYKE ROAD,B5854,11/4/2016
"ROMEO RIM, INC",74000 VAN DYKE ROAD,B5854,1/3/2020
H B FULLER COMPANY,2727 KINNEY ROAD NW,B5918,3/21/2008
H B FULLER COMPANY,2727 KINNEY ROAD NW,B5918,12/11/2013
COMMERCIAL STEEL TREATING,31440 STEPHENSON HIGHWAY,B5929,11/20/2015
SUN CHEMICAL CORPORATION,4925 EVANSTON AVENUE,B5966,5/17/2013
SUN CHEMICAL CORPORATION,4925 EVANSTON AVENUE,B5966,4/28/2014
SUN CHEMICAL CORPORATION,4925 EVANSTON AVENUE,B5966,4/28/2014
SUN CHEMICAL CORPORATION,4925 EVANSTON AVENUE,B5966,10/16/2015
"HERMAN MILLER, INC",855 E MAIN AVENUE,B6001,1/4/2019
VETERINARY MEDICAL HOSPITAL,G-3252 MILLER ROAD,B6004,1/27/2017
ELECTROPLATING INDUSTRIES,21410 CARLO DRIVE,B6010,4/14/1998
"LAMBDA ENERGY RESOURCES, LLC",4000 FISK ROAD - MANISTEE,B6013,7/14/2017
DOAN COMPANIES,3660 CARPENTER ROAD -,B6016,3/4/2013
"DELPHI AUTOMOTIVE SYSTEMS,",1450 E BEECHER STREET,B6027,5/11/2005
GENERAL MOTORS CORPORATION,1450 E BEECHER STREET - DELPHI,B6027,6/11/1998
INTEVA PRODUCTS ADRIAN,1450 E BEECHER STREET,B6027,4/7/2010
INTEVA PRODUCTS ADRIAN,1450 E BEECHER STREET,B6027,5/31/2013
INTEVA PRODUCTS ADRIAN,1450 E BEECHER STREET,B6027,6/25/2014
"INTEVA PRODUCTS, LLC",1450 E BEECHER STREET - ADRIAN,B6027,5/22/2014
"MPLX TERMINALS, LLC",1806 MARQUETTE STREET - BAY,B6037,8/8/2016
"CHIEFTAIN COATING, LLC",35300 KELLY ROAD,B6067,1/24/2003
CROP PRODUCTION SERVICES,209 E COOMER STREET,B6092,4/19/2004
CLEVELAND CLIFFS IRON COMPANY,2701 N LAKESHORE BLVD,B6093,5/31/2019
ENTERPRISE IRON & METAL,850 PANNELL AVENUE NW,B6095,2/10/2015
CLOVERLAND ELECTRIC,836 M-134,B6106,10/21/2009
CLOVERLAND ELECTRIC,2535 W HIGHWAY M-28,B6107,12/21/2020
"PLASTIC PLATE, INC",1648 MONROE AVENUE NW,B6138,1/27/2020
DETROIT EDISON COMPANY,7000 KILGORE ROAD -,B6145,7/19/2001
DETROIT EDISON COMPANY,7000 KILGORE ROAD -,B6145,7/23/2001
DETROIT EDISON COMPANY,7000 KILGORE ROAD -,B6145,10/23/2008
"EXTRUSION PAINTING, INC",32800 INDUSTRIAL BLVD,B6147,4/26/2000
"CODING PRODUCTS, INC",111 W PARK DRIVE,B6175,4/14/1998
"CODING PRODUCTS, INC",111 W PARK DRIVE,B6175,6/29/1999
"CODING PRODUCTS, INC",111 W PARK DRIVE,B6175,4/1/2004
"WIEGAND'S CRUSHING, INC",21725 GROESBECK HIGHWAY,B6177,5/26/2016
HURON VALLEY STEEL,41000 HURON RIVER DRIVE,B6178,4/5/2000
HURON VALLEY STEEL,41000 HURON RIVER DRIVE,B6178,1/23/2012
HURON VALLEY STEEL,41000 HURON RIVER DRIVE,B6178,11/13/2017
LOCKHART CHEMICAL COMPANY,4302 JAMES P COLE BLVD,B6179,8/29/2016
"CHARLOTTE, CITY OF",1005 PAINE DRIVE,B6189,6/3/2016
ALLIED FINISHING CORPORATION,4100 BROADMOOR AVENUE SE,B6196,6/29/2006
"ALLIED FINISHING, INC",4100 BROADMOOR AVENUE SE,B6196,12/12/2017
"ALLIED FINISHING, INC",4100 BROADMOOR AVENUE SE,B6196,11/16/2021
"ETM ENTERPRISES, INC",920 N CLINTON STREET,B6202,6/28/2018
PANEL PROCESSING OF,681 RACE STREET,B6213,10/14/2014
"SELFRIDGE PLATING, INC",42081 IRWIN ROAD,B6220,2/7/2018
"SELFRIDGE PLATING, INC",42081 IRWIN ROAD,B6220,7/24/2019
"WYOMING ASPHALT PAVING, INC",470 12TH STREET,B6227,2/12/2015
FORD MOTOR COMPANY,21500 OAKWOOD BLVD -,B6230,3/27/1997
FORD MOTOR COMPANY,20000 ROTUNDA DRIVE -,B6230,5/20/1998
FORD MOTOR COMPANY,1701 VILLAGE ROAD - RESEARCH &,B6230,7/19/2004
FORD MOTOR COMPANY,18901 OAKWOOD BLVD -,B6230,8/25/2009
FORD MOTOR COMPANY,1701 VILLAGE ROAD - RESEARCH &,B6230,4/6/2017
FORD MOTOR COMPANY,1701 VILLAGE ROAD - RESEARCH &,B6230,4/24/2019
"RAPA ELECTRIC, INC",1173 LINCOLN ROAD,B6256,5/14/2009
CITGO PETROLEUM CORPORATION,524 3RD STREET,B6258,8/9/2019
NORTHERN MICHIGAN VENEERS,710 RAINS DRIVE,B6259,3/17/2005
BUSCHE ALUMINUM,14638 APPLE DRIVE,B6261,6/30/2020
"MOBEX GLOBAL, INC",14638 APPLE DRIVE,B6261,8/24/2020
"THEUT CONCRETE PRODUCTS, INC",73408 VAN DYKE ROAD,B6273,10/16/2014
"CNI COMPANIES, INC",3720 10TH STREET,B6341,10/24/1997
"SUPREME DIE CASTING, INC",3389 LINCO ROAD,B6352,4/14/2008
WORDEN GROUP (THE),199 E 17TH STREET,B6356,1/20/2022
A Z AUTOMOTIVE CORPORATION,24331 SHERWOOD AVENUE,B6379,11/13/2003
WILLIAMS INTERNATIONAL,2280 W MAPLE ROAD,B6415,1/16/2004
WILLIAMS INTERNATIONAL,2280 W MAPLE ROAD,B6415,10/23/2013
INTERNATIONAL CASTING,37087 GREEN STREET,B6425,10/24/2005
INTERNATIONAL CASTING,37087 GREEN STREET,B6425,3/24/2009
INTERNATIONAL CASTING,37087 GREEN STREET,B6425,1/6/2020
RECYCLED AGGREGATES,5699 READY ROAD - DENSE,B6447,10/26/2005
CURTIS METAL FINISHING,6645 SIMS DRIVE,B6455,2/22/2018
CURTIS METAL FINISHING,6645 SIMS DRIVE,B6455,12/7/2021
DTE ENERGY,3891 KING ROAD,B6478,11/25/2013
DTE ENERGY,5440 PUTTYGUT ROAD,B6478,4/28/2015
DTE ENERGY GAS - MICHCON,5440 PUTTYGUT ROAD,B6478,9/5/2007
DTE ENERGY GAS - MICHCON,5440 PUTTYGUT ROAD,B6478,11/21/2008
DTE GAS COMPANY,5440 PUTTYGUT ROAD - BELLE,B6478,8/28/2015
MICHIGAN CONSOLIDATED GAS,5440 PUTTYGUT ROAD,B6478,8/9/2001
DTE ENERGY GAS - MICHCON,1647 CAUGHILL ROAD,B6480,8/3/2004
DTE GAS COMPANY,1647 CAUGHILL ROAD - COLUMBUS,B6480,7/24/2014
DTE GAS COMPANY,1647 CAUGHILL ROAD - COLUMBUS,B6480,10/27/2015
MICHIGAN CONSOLIDATED GAS,1647 CAUGHILL ROAD,B6480,11/12/1999
ANR PIPELINE COMPANY,4876 KETTLEHUT ROAD,B6481,3/31/2021
DELTA TUBE & FABRICATING,4149 GRANGE HALL ROAD,B6488,2/19/2016
"JAGUAR ENERGY, LLC",27 E MARLETTE ROAD,B6497,11/28/2017
"SPECIALTY STEEL TREATING, INC",34501 COMMERCE ROAD,B6501,10/31/2001
"SPECIALTY STEEL TREATING, INC",34501 COMMERCE ROAD,B6501,4/3/2002
"SPECIALTY STEEL TREATING, INC",34501 COMMERCE ROAD,B6501,11/19/2015
DETROIT ELECTRO-COATINGS,2703 23RD STREET,B6511,3/21/2006
W R GRACE & CO-CONN,1421 KALAMAZOO STREET,B6519,3/10/2022
MICHIGAN COGENERATION,100 E PROGRESS PLACE,B6527,3/22/2010
MIDLAND COGENERATION,100 E PROGRESS PLACE,B6527,7/2/2007
MIDLAND COGENERATION,100 E PROGRESS PLACE,B6527,4/23/2008
MIDLAND COGENERATION,100 E PROGRESS PLACE,B6527,4/23/2013
ADAC AUTOMOTIVE,2050 PORT CITY BLVD - MUSKEGON,B6528,2/22/2012
HENKEL SURFACE TECHNOLOGIES,23343 SHERWOOD AVENUE,B6569,4/30/2004
HENKEL SURFACE TECHNOLOGIES,23343 SHERWOOD AVENUE,B6569,4/1/2005
HENKEL TECHNOLOGIES,23343 SHERWOOD AVENUE,B6569,1/20/2006
"RON BROWN & SONS, INC",17443 PLEASANTON HIGHWAY,B6601,12/11/1997
"THELAMCO, INC",1202 TERRITORIAL ROAD,B6608,4/4/2011
HOLLAND PANEL PRODUCTS,615 E 40TH STREET,B6614,12/21/2021
TIARA YACHTS,725 E 40TH STREET - DIVISION OF,B6619,12/3/1997
TIARA YACHTS,725 E 40TH STREET - DIVISION OF,B6619,5/4/2006
TIARA YACHTS,725 E 40TH STREET - DIVISION OF,B6619,7/9/2009
OPTA MINERALS,345 E MAIN STREET,B6622,12/8/2017
INTERNATIONAL AUTOMOTIVE,1905 BEARD STREET,B6625,3/3/2011
AMERICAN AXLE &,1 MANUFACTURING DRIVE,B6633,7/24/2013
GREAT LAKES DIE CAST,1806 BEIDLER STREET,B6635,12/19/2000
CONSUMERS ENERGY COMPANY,69333 OMO ROAD,B6636,4/6/1998
CONSUMERS ENERGY COMPANY,69333 OMO ROAD,B6636,6/17/2002
CONSUMERS ENERGY COMPANY,69333 OMO ROAD,B6636,2/17/2005
CONSUMERS ENERGY COMPANY,69333 OMO ROAD - RAY,B6636,10/14/2010
CONSUMERS ENERGY,10021 MARINE CITY HIGHWAY -,B6637,4/2/2018
CONSUMERS ENERGY COMPANY,10021 MARINE CITY HIGHWAY,B6637,4/6/1998
CONSUMERS ENERGY COMPANY,10021 MARINE CITY HIGHWAY,B6637,6/1/2004
CONSUMERS ENERGY COMPANY,10021 MARINE CITY HIGHWAY,B6637,1/28/2015
BASF CORPORATION,1740 WHITEHALL ROAD,B6643,12/22/2008
BASF CORPORATION,1740 WHITEHALL ROAD,B6643,12/15/2014
SUNOCO PIPELINE LP,250 MURPHY DRIVE - MARYSVILLE,B6646,4/15/2019
"NORBROOK PLATING, INC",11400 E 9 MILE ROAD,B6660,1/27/2000
"NORBROOK PLATING, INC",11400 E 9 MILE ROAD,B6660,1/27/2000
"NORBROOK PLATING, INC",11400 E 9 MILE ROAD,B6660,1/27/2000
"NORBROOK PLATING, INC",11400 E 9 MILE ROAD,B6660,8/6/2001
"NORBROOK PLATING, INC",11400 E 9 MILE ROAD,B6660,1/18/2005
OLIVER HEALTHCARE PACKAGING,445 6TH STREET NW,B6712,2/22/2021
U S OIL CHEBOYGAN RIVER,311 COAST GUARD DRIVE,B6828,10/15/2014
NEW TECHNOLOGY STEEL,640 LAVOY ROAD,B7006,9/29/2008
"HURON CASTING, INC",7050 HARTLEY STREET & 125,B7013,2/3/1997
"HURON CASTING, INC",7050 HARTLEY STREET & 125,B7013,2/3/1997
"HURON CASTING, INC",7050 HARTLEY STREET & 125,B7013,12/9/1997
"HURON CASTING, INC",7050 HARTLEY STREET & 125,B7013,1/15/1998
"HURON CASTING, INC",7050 HARTLEY STREET & 125,B7013,8/10/1999
"HURON CASTING, INC",7050 HARTLEY STREET & 125,B7013,2/29/2000
"HURON CASTING, INC",7050 HARTLEY STREET & 125,B7013,1/7/2002
"HURON CASTING, INC",7050 HARTLEY STREET & 125,B7013,1/29/2020
"HURON CASTING, INC & BLUE",7050 HARTLEY STREET & 125,B7013,3/30/2017
"HURON CASTING, INC & BLUE",7050 HARTLEY STREET & 125,B7013,7/31/2019
"GENERAL FILTERS, INC",43800 GRAND RIVER AVENUE,B7018,2/27/1998
"GENERAL FILTERS, INC",43800 GRAND RIVER AVENUE,B7018,7/19/2001
"SPECTRUM / WEALTHY, INC",700 WEALTHY STREET SW,B7037,1/26/1999
"SPECTRUM E-COAT, INC",700 WEALTHY STREET SW,B7037,7/20/2007
"CONTINENTAL DAIRY FACILITIES,",999 W RANDALL STREET,B7038,8/4/2014
"FAIRLIFE, LLC",999 W RANDALL STREET - SUITE 200,B7038,5/28/2015
GERDAU MACSTEEL MONROE,3000 E FRONT STREET,B7061,3/31/2006
GERDAU MACSTEEL MONROE,3000 E FRONT STREET,B7061,6/27/2007
GERDAU MACSTEEL MONROE,3000 E FRONT STREET,B7061,5/8/2012
GERDAU MACSTEEL MONROE,3000 E FRONT STREET,B7061,10/27/2014
GERDAU MACSTEEL MONROE,3000 E FRONT STREET,B7061,10/29/2018
"TMS INTERNATIONAL, LLC",3000 E FRONT STREET,B7061,10/13/2021
"GERKEN MATERIALS, INC",2675 TREAT STREET,B7068,2/6/2014
MICHIGAN MILK PRODUCERS,431 W WILLIAMS STREET,B7090,8/19/2011
"AZTEC PRODUCING COMPANY, INC",335 N WASHINGTON STREET,B7093,5/21/2007
TRENDWAY CORPORATION,13467 QUINCY STREET,B7098,7/10/2001
TRENDWAY CORPORATION,13467 QUINCY STREET,B7098,2/6/2013
"MPLX TERMINALS, LLC",G6065 N DORT HIGHWAY,B7110,4/12/2017
"GAVILON GRAIN, LLC",3274 CARROLLTON ROAD,B7117,9/17/2014
"NUMATICS, INC",360 THELMA ROAD,B7123,1/20/2009
"ZOETIS, LLC",2605 E KILGORE ROAD,B7149,6/13/2017
"ZOETIS, LLC",2605 E KILGORE ROAD,B7149,9/17/2018
"ZOETIS, LLC",2605 E KILGORE ROAD,B7149,1/28/2020
"ZOETIS, LLC",2605 E KILGORE ROAD,B7149,2/17/2021
WOLVERINE PIPELINE COMPANY,741 N 3RD STREET,B7152,9/7/2006
WOLVERINE PIPELINE COMPANY,20491 WEST ROAD,B7155,1/4/2017
HAMILTON ELECTRIC,3175 PIERCE ROAD,B7160,9/25/2006
PENSKE VEHICLE SERVICES,1225 E MAPLE ROAD,B7161,8/16/2016
"SMS TECHNICAL SERVICES, LLC",12880 E 9 MILE ROAD,B7162,10/21/1998
"SMS TECHNICAL SERVICES, LLC",12880 E 9 MILE ROAD,B7162,3/22/2005
PORT CITY DIECAST COMPANY,2121 LATIMER DRIVE,B7175,9/12/2017
"HAWORTH, INC",1 HAWORTH CENTER,B7186,9/17/1998
"HAWORTH, INC",1 HAWORTH CENTER,B7186,5/2/2017
"GOODALE ENTERPRISES, LLC","SEC 17, T3N, R11W",B7189,3/5/2003
CHAMPION INTERNATIONAL,6791 US-2 WEST,B7192,6/19/1997
"CMP QUINNESEC, LLC",6791 US-2 WEST,B7192,6/4/2004
INTERNATIONAL PAPER COMPANY,6791 US-2 WEST - QUINNESEC MILL,B7192,1/23/2006
"SPECIALTY MINERALS, INC",6791 US-2 WEST - QUINNESEC MILL,B7192,12/8/2005
VERSO PAPER,6791 US-2 WEST - QUINNESEC MILL,B7192,11/21/2006
VERSO PAPER,6791 US-2 WEST - QUINNESEC MILL,B7192,3/26/2007
VERSO PAPER,6791 US-2 WEST - QUINNESEC MILL,B7192,4/4/2008
VERSO PAPER,6791 US-2 WEST - QUINNESEC MILL,B7192,11/13/2008
VERSO PAPER,6791 US-2 WEST - QUINNESEC MILL,B7192,10/20/2010
VERSO PAPER,6791 US-2 WEST - QUINNESEC MILL,B7192,5/1/2012
"VERSO QUINNESEC, LLC",6791 US-2 WEST,B7192,10/31/2018
"VERSO QUINNESEC, LLC",6791 US-2 WEST,B7192,8/17/2021
ANR STORAGE COMPANY,4936 STATE ROAD NE,B7196,6/10/1998
ANR STORAGE COMPANY,4936 STATE ROAD NE,B7196,1/31/2001
ANR STORAGE COMPANY,4936 STATE ROAD NE - EXCELSIOR,B7196,2/28/2012
ANR PIPELINE COMPANY,2170 RABOURN ROAD NE - RAPID,B7197,2/27/2012
ANR STORAGE COMPANY,2170 RABOURN ROAD NE,B7197,6/10/1998
ANR - COLDSPRINGS / BLUE LAKE,10000 PFLUM ROAD NE - COLD,B7198,12/20/2012
ANR - COLDSPRINGS / BLUE LAKE,10000 PFLUM ROAD NE - COLD,B7198,12/20/2012
ANR STORAGE COMPANY,10000 PFLUM ROAD NE - COLD,B7198,1/22/2001
ANR STORAGE COMPANY,10000 PFLUM ROAD NE - COLD,B7198,1/31/2007
ANR STORAGE COMPANY,10000 PFLUM ROAD NE - COLD,B7198,5/23/2007
ANR STORAGE COMPANY,10000 PFLUM ROAD NE - COLD,B7198,7/26/2007
ANR STORAGE COMPANY,10000 PFLUM ROAD NE - COLD,B7198,4/23/2013
ANR STORAGE COMPANY,10000 PFLUM ROAD NE - COLD,B7198,5/29/2014
BLUE LAKE GAS STORAGE,10000 PFLUM ROAD NE - COLD,B7198,1/31/2001
"GUARDIAN FIBERGLASS, INC",1000 E NORTH STREET,B7205,2/5/2007
"GUARDIAN FIBERGLASS, INC",1000 E NORTH STREET,B7205,9/28/2007
"GUARDIAN FIBERGLASS, INC",1000 E NORTH STREET,B7205,2/4/2008
"GUARDIAN FIBERGLASS, INC",1000 E NORTH STREET,B7205,12/20/2013
"KNAUF INSULATION, INC",1000 E NORTH STREET,B7205,12/7/2018
"KNAUF INSULATION, INC",1000 E NORTH STREET,B7205,12/18/2018
"KNAUF INSULATION, INC",1000 E NORTH STREET,B7205,6/9/2020
"KNAUF INSULATION, INC",1000 E NORTH STREET,B7205,3/3/2022
"KNAUF INSULATION, LLC",1000 E NORTH STREET,B7205,11/19/2014
"KNAUF INSULATION, LLC",1000 E NORTH STREET,B7205,7/1/2015
"KNAUF INSULATION, LLC",1000 E NORTH STREET,B7205,3/17/2016
ANR PIPELINE COMPANY,6327 OLD STATE ROAD - SOUTH,B7219,10/24/1997
ANR PIPELINE COMPANY,6327 OLD STATE ROAD - SOUTH,B7219,3/1/2005
ANR PIPELINE COMPANY,6327 OLD STATE ROAD - SOUTH,B7219,3/26/2012
DTE GAS COMPANY,3515 CHILDS LAKE ROAD - MILFORD,B7221,1/26/2017
DTE GAS COMPANY,3515 CHILDS LAKE ROAD - MILFORD,B7221,3/24/2017
DTE GAS COMPANY,3515 CHILDS LAKE ROAD - MILFORD,B7221,9/30/2019
JAGUAR ENERGY,"SEC 15, T28N, R4W - FREDERIC 15",B7222,12/18/2007
"SOUR GAS VENTURES, LLC","SEC 15, T28N, R4W - FREDERIC 15",B7222,6/29/2001
GENERAL MOTORS CORPORATION,4555 GIDDINGS ROAD - BOC,B7227,12/10/1997
GENERAL MOTORS CORPORATION,4555 GIDDINGS ROAD - BOC,B7227,9/1/1999
GENERAL MOTORS CORPORATION,4555 GIDDINGS ROAD - BOC,B7227,2/26/2010
GENERAL MOTORS CORPORATION,4555 GIDDINGS ROAD - ORION,B7227,3/8/2013
"GENERAL MOTORS, LLC",4555 GIDDINGS ROAD - ORION,B7227,11/4/2013
"GENERAL MOTORS, LLC",4555 GIDDINGS ROAD - ORION,B7227,5/30/2019
GRAND HAVEN SPRING LAKE,1525 WASHINGTON STREET,B7242,4/17/2013
"JBS PLAINWELL, INC",11 11TH STREET,B7244,1/18/2022
CHRYSLER CORPORATION,38111 VAN DYKE AVENUE -,B7248,1/4/2011
CHRYSLER CORPORATION,38111 VAN DYKE AVENUE -,B7248,9/21/2011
"CHRYSLER GROUP, LLC",38111 VAN DYKE AVENUE,B7248,11/4/2013
DAIMLERCHRYSLER CORPORATION,38111 VAN DYKE AVENUE,B7248,12/21/1999
DAIMLERCHRYSLER CORPORATION,38111 VAN DYKE AVENUE,B7248,1/5/2000
DAIMLERCHRYSLER CORPORATION,38111 VAN DYKE AVENUE,B7248,10/24/2000
DAIMLERCHRYSLER CORPORATION,38111 VAN DYKE AVENUE,B7248,12/17/2001
DAIMLERCHRYSLER CORPORATION,38111 VAN DYKE AVENUE,B7248,6/22/2006
"FCA US, LLC",38111 VAN DYKE AVENUE -,B7248,12/9/2014
"FCA US, LLC",38111 VAN DYKE AVENUE -,B7248,10/20/2016
"FCA US, LLC",38111 VAN DYKE AVENUE -,B7248,5/30/2017
"FCA US, LLC",38111 VAN DYKE AVENUE -,B7248,11/2/2017
"FCA US, LLC",38111 VAN DYKE AVENUE -,B7248,4/6/2018
"FCA US, LLC",38111 VAN DYKE AVENUE -,B7248,11/24/2020
"FCA US, LLC",38111 VAN DYKE AVENUE -,B7248,2/11/2022
PERRIGO COMPANY,655 HOOKER ROAD,B7276,11/16/2020
"PERRIGO COMPANY, PLC",515 EASTERN AVENUE,B7276,12/27/2019
"AUTO ANODICS, INC",2407 16TH STREET,B7281,1/27/2000
"FEDERAL-MOGUL POWERTRAIN,",510 E GROVE STREET,B7288,5/17/2006
"FEDERAL-MOGUL POWERTRAIN,",510 E GROVE STREET,B7288,7/19/2007
"FEDERAL-MOGUL POWERTRAIN,",510 E GROVE STREET,B7288,3/24/2016
LEAR CORPORATION,505 HOOVER STREET,B7294,6/13/2012
LEAR CORPORATION,505 HOOVER STREET - FARWELL,B7294,12/18/2015
LEAR CORPORATION,505 HOOVER STREET - FARWELL,B7294,12/29/2015
LEAR CORPORATION,505 HOOVER STREET - FARWELL,B7294,10/23/2017
LEAR CORPORATIONS EEDS &,505 HOOVER STREET - RENOSOL,B7294,8/13/2014
RIETH-RILEY CONSTRUCTION,11101 LEVERING ROAD,B7300,5/26/2011
WEYERHAEUSER COMPANY,4111 W 4 MILE ROAD,B7302,2/22/2002
WEYERHAEUSER COMPANY,4111 W 4 MILE ROAD,B7302,6/11/2002
WEYERHAEUSER COMPANY,4111 W 4 MILE ROAD,B7302,3/17/2004
WEYERHAEUSER COMPANY,4111 W 4 MILE ROAD,B7302,3/27/2012
WEYERHAEUSER NR COMPANY,4111 W 4 MILE ROAD,B7302,11/30/2009
WEYERHAEUSER NR COMPANY,4111 W 4 MILE ROAD,B7302,10/28/2014
WEYERHAEUSER NR COMPANY,4111 W 4 MILE ROAD,B7302,2/9/2015
WEYERHAEUSER NR COMPANY,4111 W 4 MILE ROAD,B7302,8/24/2017
WEYERHAEUSER NR COMPANY,4111 W 4 MILE ROAD,B7302,4/17/2018
"PLASTIC TRENDS, INC",65400 MOUND ROAD,B7346,7/10/2006
"RLM INDUSTRIES, INC",100 HUMMER LAKE ROAD,B7348,4/14/2014
ROBERTS SINTO CORP,150 ORCHARD STREET,B7349,8/2/2018
SEAVER INDUSTRIAL FINISHING,1645 MARION STREET,B7352,3/17/2021
STOKES STEEL TREATING,624 KELSO STREET,B7355,7/3/2003
TEMPERFORM CORPORATION,25425 TRANS-X ROAD,B7357,7/1/2003
ANR PIPELINE COMPANY,14490 BECKETT ROAD - CENTRAL,B7390,10/24/1997
ANR PIPELINE COMPANY,14490 BECKETT ROAD - CENTRAL,B7390,3/5/2001
ANR PIPELINE COMPANY,14490 BECKETT ROAD - CENTRAL,B7390,3/1/2005
ANR PIPELINE COMPANY,14490 BECKETT ROAD - CENTRAL,B7390,3/26/2012
BAY CITY ELECTRIC LIGHT &,900 S WATER STREET,B7529,9/16/2015
ACUMENT GLOBAL TECHNOLOGIES,2480 OWEN ROAD,B7530,8/3/2017
"RING SCREW TEXTRON, INC",2480 OWEN ROAD,B7530,3/7/1997
HILLSDALE BOARD OF PUBLIC,201 WATERWORKS AVENUE,B7536,6/10/1999
HILLSDALE BOARD OF PUBLIC,201 WATERWORKS AVENUE,B7536,3/9/2006
HAMMOND ROTO-FINISH,1600 DOUGLAS AVENUE,B7546,9/11/2012
"PIONEER HI-BRED INTERNATIONAL,",1365 S WASHINGTON STREET,B7549,2/24/2009
"PIONEER HI-BRED INTERNATIONAL,",1365 S WASHINGTON STREET,B7549,5/9/2019
"LAMBDA ENERGY RESOURCES, LLC",SECTION 32; BLUE LAKE,B7561,10/8/2015
"LAFATA ENTERPRISES, INC",50905 HAYES ROAD,B7625,7/6/2005
"LAFATA ENTERPRISES, INC",50905 HAYES ROAD,B7625,10/21/2011
"LAFATA ENTERPRISES, INC",50905 HAYES ROAD,B7625,7/17/2015
"COVERIS FLEXIBLES US, INC",155 BROOK STREET,B7628,8/16/2016
MDEQ RRD CADILLAC DISTRICT,521 N PARK STREET - fka OSCEOLA,B7685,11/12/2009
SHERWIN-WILLIAMS COMPANY,636 E 40TH STREET,B7711,1/29/1997
SHERWIN-WILLIAMS COMPANY,636 E 40TH STREET,B7711,10/26/2000
SHERWIN-WILLIAMS COMPANY,636 E 40TH STREET,B7711,1/6/2005
SHERWIN-WILLIAMS COMPANY,636 E 40TH STREET,B7711,10/2/2008
VALSPAR CORPORATION,636 E 40TH STREET,B7711,8/3/2004
"MID-MICHIGAN MINERALS, LLC",4702 SAGINAW ROAD,B7748,1/14/2003
K C JONES PLATING COMPANY,321 W 10 MILE ROAD,B7773,9/3/2004
K C JONES PLATING COMPANY,321 W 10 MILE ROAD,B7773,4/4/2018
"BUCKEYE TERMINALS, LLC",17806 N SHORE DRIVE -,B7778,10/16/2017
"NITRO-VAC HEAT TREAT, INC",23080 DEQUINDRE ROAD,B7800,1/26/2005
"EAGLE ALLOY, INC",5142 EVANSTON AVENUE,B7870,7/27/2018
